id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,color,quantity_to_sell_on_facebook
470335656,Trans-Light Purple Brick 1 x 2 x 5,PART - 2454,In Stock,Used (like new),0.21 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335656"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2454.jpg,Lego,3287,47,Trans-Light Purple,8
470335657,Color ID 98 Brick 1 x 2 x 5,PART - 2454,In Stock,Used (like new),0.15 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335657"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2454.jpg,Lego,3287,47,Color ID 98,2
470335658,Color ID 103 Brick 1 x 2 x 5,PART - 2454,In Stock,Used (like new),0.10 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335658"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2454.jpg,Lego,3287,47,Color ID 103,8
470335659,Color ID 152 Brick 1 x 2 x 5,PART - 2454,In Stock,Used (like new),0.10 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335659"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2454.jpg,Lego,3287,47,Color ID 152,1
470335660,Color ID 157 Brick 1 x 2 x 5,PART - 2454,In Stock,Used (like new),0.08 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335660"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2454.jpg,Lego,3287,47,Color ID 157,4
470335661,Tan Brick 2 x 6,PART - 2456,In Stock,Used (like new),0.13 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335661"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2456.jpg,Lego,3287,47,Tan,1
470335662,Color ID 59 Brick 2 x 6,PART - 2456,In Stock,Used (like new),0.14 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335662"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2456.jpg,Lego,3287,47,Color ID 59,2
470335663,Trans-Green Brick 2 x 6,PART - 2456,In Stock,Used (like new),0.19 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335663"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2456.jpg,Lego,3287,47,Trans-Green,7
470335664,"Blue Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335664"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Blue,9
470335665,"Green Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335665"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Green,5
470335666,"Dark Turquoise Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335666"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Dark Turquoise,6
470335667,"Dark Pink Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335667"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Dark Pink,7
470335668,"Light Gray Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.07 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335668"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Light Gray,4
470335669,"Trans-Pink Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335669"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Trans-Pink,14
470335670,"Trans-Light Purple Brick, Modified 1 x 2 with Pin",PART - 2458,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335670"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2458.jpg,Lego,3287,47,Trans-Light Purple,27
470335671,"Dark Pink Tile, Modified 2 x 2 with Pin",PART - 2460,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335671"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2460.jpg,Lego,3287,47,Dark Pink,3
470335672,"Light Gray Tile, Modified 2 x 2 with Pin",PART - 2460,In Stock,Used (like new),0.04 AUD,"https://store.bricklink.com/luke.donohoe#/shop?o={""q"":""470335672"",""sort"":0,""pgSize"":100,""showHomeItems"":0}",https://www.bricklink.com/PL/2460.jpg,Lego,3287,47,Light Gray,5
